,pl_name,hostname,pl_type,sy_snum,sy_pnum,companion_type,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_mass,st_met,discoverymethod
525,HD 117618 b,HD117618,CS,1,1,1.0,25.8,0.18,,,55.30242,0.174,0.15,0.07,-0.07,1.077,0.03,Radial Velocity
526,HD 10975 b,HD10975,CS,1,1,1.0,283.8,0.95,,,143.02278315,0.45,0.442,0.04,-0.389,1.41,-0.21,Radial Velocity
527,HD 109749 b,HD109749,HS,2,1,1.0,5.239891,0.0615,,,85.8141,0.27,0.0,0.1,-0.1,1.13,0.24,Radial Velocity
528,HD 109271 b,HD109271,SE,1,2,1.0,7.8543,0.079,,,17.162,0.054,0.25,0.08,-0.08,1.047,0.1,Radial Velocity
529,HD 109271 c,HD109271,CS,1,2,2.0,30.93,0.196,,,24.154,0.076,0.15,0.09,-0.09,1.047,0.1,Radial Velocity
530,HD 108147 b,HD108147,CS,1,1,1.0,10.8985,0.102,,,82.95,0.261,0.53,0.12,-0.12,1.22,0.1803,Radial Velocity
531,HD 103774 b,HD103774,HS,2,1,1.0,5.8881,0.07,,,116.0,0.367,0.09,0.04,-0.04,1.335,0.28,Radial Velocity
532,HATS-72 b,HATS72,HS,1,1,1.0,7.3279474,0.066517,8.0973816,0.7224,39.855882,0.1254,0.013,0.1,-0.1,0.7311,0.099,Transit
533,HATS-46 b,HATS46,HS,1,1,1.0,4.7423729,0.05367,10.121727,0.903,54.98459,0.173,0.559,0.1,-0.1,0.917,-0.06,Transit
534,HAT-P-18 b,HATP18,HS,1,1,1.0,5.508023,0.0559,11.153,0.995,62.61,0.197,0.084,0.048,-0.048,0.77,0.1,Transit
535,HAT-P-12 b,HATP12,HS,1,1,1.0,3.2130598,0.0384,10.749,0.959,67.059,0.211,0.0,0.1,-0.1,0.733,-0.29,Transit
536,GJ 9066 c,GJ9066,CS,1,1,1.0,771.36,0.88,,,66.74396547,0.21,0.46,0.04,-0.04,0.15,-0.13,Radial Velocity
537,GJ 649 b,GJ649,CS,1,1,1.0,600.1,1.112,,,81.99972901,0.258,0.083,0.068,-0.055,0.51,-0.15,Radial Velocity
538,GJ 433 b,GJ433,SE,1,3,1.0,7.3705,0.062,,,6.043,0.01901331,0.04,0.03,-0.03,0.48,-0.17,Radial Velocity
539,GJ 433 c,GJ433,CS,1,3,4.0,5094.105,4.819,,,32.422,0.10201051,0.12,0.07,-0.07,0.48,-0.17,Radial Velocity
540,GJ 433 d,GJ433,SE,1,3,2.0,36.059,0.178,,,5.223,0.01643331,0.07,0.05,-0.05,0.48,-0.17,Radial Velocity
541,GJ 414 A b,GJ414A,SE,2,2,1.0,50.8,0.2324,2.63,0.23463288,7.6,0.02391215,0.45,0.19,-0.22,0.65,0.24,Radial Velocity
542,GJ 414 A c,GJ414A,CS,2,2,2.0,749.83,1.4,8.4,0.74939781,53.83,0.16936727,0.105,0.11,-0.703,0.65,0.24,Radial Velocity
543,GJ 3512 b,GJ3512,CS,1,2,1.0,203.69,0.337,,,146.20106722,0.46,0.44,0.01,-0.01,0.123,-0.07,Radial Velocity
544,GJ 3512 c,GJ3512,CS,1,2,5.0,1599.6,1.292,,,63.5656814,0.2,0.0183,0.0001,-0.0001,0.123,-0.07,Radial Velocity
545,GJ 3293 b,GJ3293,CS,1,4,2.0,30.5987,0.14339,,,23.54,0.07406475,0.06,0.04,-0.04,0.42,0.02,Radial Velocity
546,GJ 3293 c,GJ3293,CS,1,4,20.0,122.6196,0.36175,,,21.09,0.06635623,0.11,0.1,-0.08,0.42,0.02,Radial Velocity
547,GJ 3293 d,GJ3293,SE,1,4,10.0,48.1345,0.19394,,,7.6,0.02391215,0.12,0.13,-0.09,0.42,0.02,Radial Velocity
548,GJ 3293 e,GJ3293,SE,1,4,1.0,13.2543,0.08208,,,3.28,0.01031998,0.21,0.2,-0.14,0.42,0.02,Radial Velocity
549,GJ 163 b,GJ163,SE,1,3,1.0,8.63182,0.0607,,,10.6,0.03335116,0.073,0.05,-0.05,,0.03,Radial Velocity
550,GJ 163 c,GJ163,SE,1,3,2.0,25.63058,0.1254,,,6.8,0.02139509,0.099,0.086,-0.086,,0.03,Radial Velocity
551,GJ 163 d,GJ163,CS,1,3,4.0,603.95116,1.0304,,,29.4,0.09250228,0.373,0.077,-0.077,,0.03,Radial Velocity
552,GJ 15 A b,GJ15A,SE,2,2,1.0,11.4407,0.072,,,3.03,0.0095334,0.094,0.091,-0.065,0.38,-0.34,Radial Velocity
553,GJ 15 A c,GJ15A,CS,2,2,2.0,7600.0,5.4,,,36.0,0.1132681,0.27,0.28,-0.19,0.38,-0.34,Radial Velocity
554,GJ 143 b,GJ143,CS,1,2,2.0,35.61253,0.1915,2.61,0.2328486,22.7,0.07142183,0.188,0.076,-0.078,0.73,0.003,Transit
555,HD 21749 c,GJ143,SE,1,2,1.0,7.78993,0.0695,0.892,0.07957891,3.7,0.01164144,,0.1,-0.1,0.73,0.003,Transit
556,GJ 1148 b,GJ1148,CS,1,2,1.0,41.38,0.166,,,96.7,0.3042507,0.38,0.01,-0.012,0.344045,0.159555100809,Radial Velocity
557,GJ 1148 c,GJ1148,CS,1,2,5.0,532.58,0.912,,,68.06,0.21413963,0.342,0.05,-0.062,0.344045,0.159555100809,Radial Velocity
558,CoRoT-32 b,CoRoT32,HS,1,1,1.0,6.71837,0.071,6.38913,0.57,47.6745,0.15,,0.1,-0.1,1.08,0.0,Transit
559,CoRoT-28 b,CoRoT28,HS,1,1,1.0,5.20851,0.0603,10.704595,0.955,153.82972,0.484,0.047,0.055,-0.038,1.01,0.15,Transit
560,CoRoT-25 b,CoRoT25,HS,1,1,1.0,4.86069,0.0578,12.11,1.08,85.81,0.27,0.0,0.1,-0.1,1.09,-0.01,Transit
561,CoRoT-24 b,CoRoT24,SE,1,2,1.0,5.1134,0.056,3.7,0.33,5.7,0.018,0.0,0.1,-0.1,0.91,0.3,Transit
562,CoRoT-24 c,CoRoT24,HS,1,2,2.0,11.759,0.098,5.0,0.44,28.0,0.088,0.0,0.1,-0.1,0.91,0.3,Transit
563,BD-08 2823 b,BD082823,SE,1,2,1.0,5.6,0.06,,,12.7132,0.04,0.15,0.15,-0.15,0.5,-0.06,Radial Velocity
564,BD-08 2823 c,BD082823,CS,1,2,2.0,237.6,0.68,,,104.0,0.33,0.19,0.09,-0.09,0.74,-0.07,Radial Velocity
565,BD-06 1339 b,BD061339,SE,1,2,1.0,3.8728,0.0428,,,8.5,0.027,0.0,0.1,-0.1,0.7,-0.14,Radial Velocity
566,BD-06 1339 c,BD061339,CS,1,2,2.0,125.94,0.435,,,53.0,0.17,0.31,0.11,-0.11,0.7,-0.14,Radial Velocity
567,51 Peg b,51Peg,HS,1,1,1.0,4.230785,0.0527,,,150.009,0.472,0.013,0.012,-0.012,1.03,0.18,Radial Velocity
568,61 Vir b,61Vir,SE,1,3,1.0,4.215,0.050201,,,5.1,0.016,0.12,0.11,-0.11,0.942,-0.01,Radial Velocity
569,61 Vir c,61Vir,SE,1,3,2.0,38.021,0.2175,,,18.2,0.057,0.14,0.06,-0.06,0.942,-0.01,Radial Velocity
570,61 Vir d,61Vir,CS,1,3,4.0,123.01,0.476,,,22.9,0.072,0.35,0.09,-0.09,0.942,-0.01,Radial Velocity
571,EPIC 229004835 b,EPIC229004835,SE,1,1,1.0,16.141132,0.1237,2.332,0.20804746,10.4,0.03272206,0.23,0.1,-0.1,0.97,-0.12,Transit
572,EPIC 249893012 b,EPIC249893012,SE,1,3,1.0,3.5951,0.047,1.95,0.17396735,8.75,0.02753044,0.06,0.08,-0.04,1.05,0.2,Transit
573,EPIC 249893012 c,EPIC249893012,SE,1,3,2.0,15.624,0.13,3.67,0.32741547,14.67,0.04615675,0.07,0.08,-0.05,1.05,0.2,Transit
574,EPIC 249893012 d,EPIC249893012,SE,1,3,4.0,35.747,0.22,3.94,0.35150326,10.18,0.0320297,0.15,0.21,-0.11,1.05,0.2,Transit
575,GJ 2056 b,GJ2056,SE,1,1,1.0,69.971,0.283,,,16.2,0.05097064,0.72,0.1,-0.1,0.62,0.4,Radial Velocity
576,GJ 3942 b,GJ3942,SE,1,1,1.0,6.905,0.0608,,,7.14,0.02246484,0.121,0.118,-0.118,0.63,-0.04,Radial Velocity
577,GJ 9404 b,GJ9404,SE,1,1,1.0,13.4586,0.0943,,,11.9,0.03744159,0.49,0.11,-0.13,0.62,-0.13,Radial Velocity
578,HD 102365 b,HD102365,SE,2,1,1.0,122.1,0.46,,,16.0,0.05,0.34,0.14,-0.14,0.85,-0.26,Radial Velocity
579,HD 103949 b,HD103949,SE,1,1,1.0,120.878,0.439,,,11.2,0.03523896,0.19,0.12,-0.12,0.77,-0.05,Radial Velocity
580,HD 110067 b,HD110067,SE,3,6,1.0,9.113678,0.0793,2.2,0.19627119,5.69,0.01790274,,0.1,-0.1,0.798,-0.2,Transit
581,HD 110067 c,HD110067,SE,3,6,2.0,13.673694,0.1039,2.388,0.21304346,6.3,0.01982202,,0.1,-0.1,0.798,-0.2,Transit
582,HD 110067 d,HD110067,SE,3,6,4.0,20.519617,0.1362,2.852,0.25443884,8.52,0.02680692,,0.1,-0.1,0.798,-0.2,Transit
583,HD 110067 e,HD110067,SE,3,6,8.0,30.793091,0.1785,1.94,0.17307551,3.9,0.01227077,,0.1,-0.1,0.798,-0.2,Transit
584,HD 110067 f,HD110067,SE,3,6,16.0,41.05854,0.2163,2.601,0.23204608,5.04,0.01585761,,0.1,-0.1,0.798,-0.2,Transit
585,HD 110067 g,HD110067,SE,3,6,32.0,54.76992,0.2621,2.607,0.23258136,8.4,0.02642936,,0.1,-0.1,0.798,-0.2,Transit
586,HD 13808 b,HD13808,SE,1,2,1.0,14.1815,0.10519,,,11.2,0.03523896,0.071,0.027,-0.047,0.771,-0.21,Radial Velocity
587,HD 13808 c,HD13808,SE,1,2,2.0,53.753,0.2554,,,9.96,0.03133751,0.156,0.05,-0.061,0.771,-0.21,Radial Velocity
588,HD 141004 b,HD141004,SE,1,1,1.0,15.5083,0.1238,,,13.63483866,0.0429,0.16,0.11,-0.1,1.051904,0.0247,Radial Velocity
589,HD 154088 b,HD154088,SE,1,1,1.0,18.56,0.134,,,6.6,0.02076592,0.344,0.1,-0.1,0.91,0.28,Radial Velocity
590,HD 158259 b,HD158259,SE,1,5,1.0,2.178,0.033753431064205294,,,2.22,0.00698487,,0.1,-0.1,1.08,0.0,Radial Velocity
591,HD 158259 c,HD158259,SE,1,5,2.0,3.432,0.04570645391214933,,,5.6,0.01761948,,0.1,-0.1,1.08,0.0,Radial Velocity
592,HD 158259 d,HD158259,SE,1,5,4.0,5.1980814,0.06028020578771958,,,5.41,0.01702168,,0.1,-0.1,1.08,0.0,Radial Velocity
593,HD 158259 e,HD158259,SE,1,5,8.0,7.951,0.08002527547822658,,,6.08,0.01912972,,0.1,-0.1,1.08,0.0,Radial Velocity
594,HD 158259 f,HD158259,SE,1,5,16.0,12.028,0.10545688893592499,,,6.14,0.0193185,,0.1,-0.1,1.08,0.0,Radial Velocity
595,HD 164595 b,HD164595,SE,2,1,1.0,40.0,0.23,,,16.14,0.05078186,0.088,0.12,-0.066,0.99,-0.04,Radial Velocity
596,HD 168009 b,HD168009,SE,1,1,1.0,15.1479,0.1192,,,9.53485221,0.03,0.12,0.11,-0.082,0.986073,0.0183,Radial Velocity
597,HD 175607 b,HD175607,SE,1,1,1.0,29.01,0.16491343046487375,,,8.98,0.0282541,0.11,0.09,-0.07,0.71,-0.62,Radial Velocity
598,HD 176986 b,HD176986,SE,1,2,1.0,6.4898,0.06296,,,5.74,0.01805997,0.066,0.066,-0.066,0.789,0.03,Radial Velocity
599,HD 176986 c,HD176986,SE,1,2,2.0,16.8191,0.11878,,,9.18,0.02888337,0.111,0.08,-0.08,0.789,0.03,Radial Velocity
600,HD 177565 b,HD177565,SE,1,1,1.0,44.505,0.246,,,15.1,0.04750967,0.0593,0.1717,-0.05745,1.0,0.08,Radial Velocity
601,HD 189567 b,HD189567,SE,1,2,1.0,14.288,0.111,,,8.5,0.02674399,0.189,0.1,-0.1,0.83,-0.24,Radial Velocity
602,HD 189567 c,HD189567,SE,1,2,2.0,33.688,0.197,,,7.0,0.02202446,0.16,0.09,-0.09,0.83,-0.24,Radial Velocity
603,HD 20003 b,HD20003,SE,1,2,1.0,11.8482,0.0974,,,11.66,0.0367,0.36,0.05,-0.05,0.875,0.04,Radial Velocity
604,HD 20003 c,HD20003,SE,1,2,2.0,33.9239,0.1964,,,14.44,0.0454,0.1,0.08,-0.07,0.875,0.04,Radial Velocity
605,HD 20781 b,HD20781,SE,2,5,1.0,5.3135,0.0529,,,1.93,0.0061,0.1,0.11,-0.07,0.7,-0.11,Radial Velocity
606,HD 20781 c,HD20781,SE,2,5,2.0,13.8905,0.1004,,,5.33,0.0168,0.09,0.09,-0.06,0.7,-0.11,Radial Velocity
607,HD 20781 d,HD20781,SE,2,5,4.0,29.158,0.1647,,,10.61,0.0334,0.11,0.05,-0.06,0.7,-0.11,Radial Velocity
608,HD 20781 e,HD20781,SE,2,5,8.0,85.5073,0.3374,,,14.03,0.0442,0.06,0.06,-0.04,0.7,-0.11,Radial Velocity
609,HD 211970 b,HD211970,SE,1,1,1.0,25.201,0.143,,,13.0,0.04090237,0.15,0.1,-0.1,0.61,-0.5,Radial Velocity
610,HD 213885 b,HD213885,SE,1,2,1.0,1.008035,0.02012,1.745,0.15567847,8.83,0.02778215,0.0,0.1,-0.1,1.068,-0.04,Transit
611,HD 213885 c,HD213885,SE,1,2,2.0,4.78503,0.056798,,,19.95,0.06276941,0.0,0.1,-0.1,1.068,-0.04,Radial Velocity
612,HD 216520 b,HD216520,SE,1,2,1.0,35.45,0.198,,,10.26,0.03228141,0.09,0.06,-0.06,0.82,-0.16,Radial Velocity
613,HD 216520 c,HD216520,SE,1,2,2.0,154.43,0.528,,,9.44,0.02970141,0.12,0.08,-0.08,0.82,-0.16,Radial Velocity
614,HD 21693 b,HD21693,SE,1,2,1.0,22.6786,0.1455,,,8.23,0.0259,0.12,0.09,-0.08,0.8,0.0,Radial Velocity
615,HD 21693 c,HD21693,SE,1,2,2.0,53.7357,0.2586,,,17.37,0.0547,0.07,0.06,-0.05,0.8,0.0,Radial Velocity
616,HD 22496 b,HD22496,SE,1,1,1.0,5.09071,0.051,,,5.57,0.01752518,,0.1,-0.1,0.684,-0.08,Radial Velocity
617,HD 23472 b,HD23472,SE,1,5,8.0,17.667087,0.1162,2.0,0.17842836,8.32,0.02617765,0.072,0.039,-0.04,0.67,-0.2,Transit
618,HD 23472 c,HD23472,SE,1,5,16.0,29.79749,0.1646,1.87,0.16683051,3.41,0.01072906,0.063,0.054,-0.043,0.67,-0.2,Transit
619,HD 23472 d,HD23472,SE,1,5,1.0,3.97664,0.04298,0.75,0.06691063,0.55,0.00173049,0.07,0.05,-0.047,0.67,-0.2,Transit
620,HD 23472 e,HD23472,SE,1,5,2.0,7.90754,0.068,0.818,0.0729772,0.72,0.00226537,0.07,0.052,-0.047,0.67,-0.2,Transit
621,HD 23472 f,HD23472,SE,1,5,4.0,12.1621839,0.0906,1.137,0.10143652,0.77,0.00242269,0.07,0.048,-0.051,0.67,-0.2,Transit
622,HD 24085 b,HD24085,SE,1,1,1.0,2.0455,0.034,,,11.8,0.03712677,0.22,0.12,-0.12,1.22,0.17,Radial Velocity
623,TOI-784 b,HD307842,SE,1,1,1.0,2.7970365,0.038,1.93,0.17218336,9.67,0.03042522,0.0,0.1,-0.1,0.91,-0.13,Transit
624,HD 31527 b,HD31527,SE,1,3,1.0,16.5535,0.1254,,,10.47,0.0329,0.1,0.05,-0.05,0.96,-0.17,Radial Velocity
625,HD 31527 c,HD31527,SE,1,3,2.0,51.2053,0.2663,,,14.16,0.0445,0.04,0.05,-0.03,0.96,-0.17,Radial Velocity
626,HD 31527 d,HD31527,SE,1,3,4.0,271.6737,0.8098,,,11.82,0.0372,0.24,0.13,-0.13,0.96,-0.17,Radial Velocity
627,HD 3167 b,HD3167,SE,1,4,1.0,0.959641,0.01796,1.67,0.14898768,4.97,0.01563737,0.0,0.1,-0.1,0.837,0.04,Transit
628,HD 3167 c,HD3167,SE,1,4,4.0,29.8454,0.1776,3.0,0.26764253,11.13,0.0350189,0.06,0.1,-0.1,0.837,0.04,Transit
629,HD 3167 d,HD3167,SE,1,4,2.0,8.4112,0.0763,,,4.33,0.0136237,0.12,0.1,-0.1,0.837,0.04,Radial Velocity
630,HD 3167 e,HD3167,SE,1,4,8.0,96.63,0.3885,,,8.41,0.02646082,0.15,0.1,-0.1,0.837,0.04,Radial Velocity
631,HD 39194 b,HD39194,SE,1,3,1.0,5.6368,0.056,,,4.0,0.01258541,0.207,0.1,-0.1,0.67,-0.61,Radial Velocity
632,HD 39194 c,HD39194,SE,1,3,2.0,14.03,0.103,,,6.3,0.01982202,0.154,0.1,-0.1,0.67,-0.61,Radial Velocity
633,HD 39194 d,HD39194,SE,1,3,4.0,33.91,0.185,,,4.0,0.01258541,0.333,0.1,-0.1,0.67,-0.61,Radial Velocity
634,HD 39855 b,HD39855,SE,1,1,1.0,3.2498,0.041,,,8.5,0.02674386,0.14,0.11,-0.11,0.87,-0.55,Radial Velocity
635,HD 40307 b,HD40307,SE,1,5,1.0,4.3123,0.0468,,,4.0,0.0126,0.2,0.14,-0.16,0.77,-0.31,Radial Velocity
636,HD 40307 c,HD40307,SE,1,5,2.0,9.6184,0.0799,,,6.6,0.0208,0.06,0.11,-0.06,0.77,-0.31,Radial Velocity
637,HD 40307 d,HD40307,SE,1,5,4.0,20.432,0.1321,,,9.5,0.0299,0.07,0.11,-0.07,0.77,-0.31,Radial Velocity
638,HD 40307 f,HD40307,SE,1,5,8.0,51.76,0.247,,,5.2,0.0164,0.02,0.2,-0.02,0.77,-0.31,Radial Velocity
639,HD 40307 g,HD40307,SE,1,5,16.0,197.8,0.6,,,7.1,0.0223,0.29,0.31,-0.29,0.77,-0.31,Radial Velocity
640,HD 51608 b,HD51608,SE,1,2,1.0,14.0726,0.1059,,,12.77,0.0402,0.09,0.04,-0.04,0.8,-0.07,Radial Velocity
641,HD 51608 c,HD51608,SE,1,2,2.0,95.9446,0.3809,,,14.31,0.045,0.14,0.07,-0.07,0.8,-0.07,Radial Velocity
642,HD 5278 b,HD5278,SE,1,2,1.0,14.339156,0.1202,2.45,0.21857474,7.8,0.02454154,0.08,0.09,-0.05,1.126,-0.12,Transit
643,HD 5278 c,HD5278,SE,1,2,2.0,40.87,0.2416,,,18.4,0.05789287,0.07,0.08,-0.04,1.126,-0.12,Radial Velocity
644,HD 64114 b,HD64114,SE,1,1,1.0,45.791,0.246,,,17.8,0.05600478,0.12,0.08,-0.08,0.95,,Radial Velocity
645,HD 73583 b,HD73583,SE,1,2,1.0,6.398042,0.0604,2.79,0.24890756,10.2,0.03209279,0.09,0.09,-0.06,0.73,0.0,Transit
646,HD 73583 c,HD73583,SE,1,2,2.0,18.87974,0.1242,2.39,0.21322189,9.7,0.03051961,0.08,0.11,-0.06,0.73,0.0,Transit
647,HD 93385 b,HD93385,SE,1,3,1.0,7.3426,0.0756,,,4.2,0.01321468,0.295,0.1,-0.1,1.04,0.02,Radial Velocity
648,HD 93385 c,HD93385,SE,1,3,2.0,13.18,0.112,,,7.1,0.0223391,0.2,0.1,-0.1,1.04,0.02,Radial Velocity
649,HD 93385 d,HD93385,SE,1,3,4.0,45.85,0.2565,,,8.7,0.02737326,0.09,0.15,-0.05,1.04,0.02,Radial Velocity
650,HD 96700 b,HD96700,SE,1,3,1.0,8.1245,0.0777,,,8.9,0.02800253,0.138,0.1,-0.1,0.89,-0.18,Radial Velocity
651,HD 96700 c,HD96700,SE,1,3,2.0,19.88,0.141,,,3.5,0.01101223,0.293,0.1,-0.1,0.89,-0.18,Radial Velocity
652,HD 96700 d,HD96700,SE,1,3,4.0,103.5,0.424,,,12.7,0.03995867,0.27,0.08,-0.08,0.89,-0.18,Radial Velocity
653,HIP 107772 b,HIP107772,SE,1,1,1.0,55.199,0.243,,,12.9,0.04058774,0.18,0.11,-0.11,0.63,0.0,Radial Velocity
654,HIP 35173 b,HIP35173,SE,1,1,1.0,41.516,0.217,,,12.7,0.03995847,0.16,0.11,-0.11,0.79,0.13,Radial Velocity
655,HIP 38594 b,HIP38594,SE,2,2,1.0,60.722,0.256,,,8.1,0.02548532,0.17,0.11,-0.11,0.61,,Radial Velocity
656,HIP 38594 c,HIP38594,CS,2,2,2.0,3477.768,3.805,,,48.4,0.15228267,0.16,0.1,-0.1,0.61,,Radial Velocity
657,HIP 4845 b,HIP4845,SE,1,1,1.0,34.15,0.176,,,14.4,0.04530724,0.25,0.14,-0.14,0.62,0.1,Radial Velocity
658,HIP 9618 b,HIP9618,SE,1,2,1.0,20.772858,0.145,3.82838127,0.34154589,8.3,0.02611472,0.0,0.1,-0.1,0.942,-0.018,Transit
659,HIP 9618 c,HIP9618,SE,1,2,2.0,52.56363,0.269,3.42855926,0.3058761,7.0,0.02202446,0.0,0.1,-0.1,0.942,-0.018,Transit
660,HIP 116454 b,HIP116454,SE,2,1,1.0,9.1004157,0.0792,2.469,0.22026981,9.7,0.03051961,0.215,0.056,-0.094,0.8,0.0,Transit
661,K2-110 b,K2110,SE,1,1,1.0,13.86375,0.10207,2.592,0.23124315,15.9,0.05002699,0.13,0.1,-0.1,0.738,-0.34,Transit
662,K2-111 b,K2111,SE,1,2,1.0,5.3518,0.0565,1.82,0.1623698,5.58,0.01755664,0.1,0.1,-0.1,0.84,-0.46,Transit
663,K2-111 c,K2111,SE,1,2,2.0,15.6805,0.11569,,,11.08,0.03486158,0.071,0.1,-0.1,0.84,-0.46,Radial Velocity
664,K2-131 b,K2131,SE,1,1,1.0,0.3693038,0.00936,1.69,0.15077196,7.9,0.02485618,0.0,0.1,-0.1,0.803,-0.04,Transit
665,K2-136 b,K2136,SE,2,3,1.0,7.9752,0.0707,1.014,0.09046318,4.3,0.01352931,0.14,0.12,-0.11,0.742,-0.02,Transit
666,K2-136 c,K2136,SE,2,3,2.0,17.30713,0.1185,3.0,0.26764253,18.1,0.05694897,0.047,0.062,-0.034,0.742,-0.02,Transit
667,K2-136 d,K2136,SE,2,3,4.0,25.575,0.1538,1.565,0.13962019,3.0,0.00943906,0.071,0.063,-0.049,0.742,-0.02,Transit
668,K2-141 b,K2141,SE,1,2,1.0,0.2803244,0.00747,1.51,0.13471341,4.97,0.01563737,0.0,0.1,-0.1,0.708,0.0,Transit
669,K2-141 c,K2141,SE,1,2,2.0,7.7485,0.0683,7.0,0.62449925,8.0,0.02517081,0.092,0.1,-0.1,0.708,0.0,Transit
670,K2-19 b,K219,HS,1,3,2.0,7.9222,0.07456405461349132,7.0,0.62449925,32.4,0.1019418,0.2,0.03,-0.03,0.88,0.06,Transit
671,K2-19 c,K219,SE,1,3,6.0,11.8993,0.09779423573567751,4.1,0.36577813,10.8,0.0339806,0.21,0.03,-0.03,0.88,0.06,Transit
672,K2-19 d,K219,SE,1,3,1.0,2.5081,0.03463609162715442,1.11,0.09902774,10.0,0.03146352,,0.1,-0.1,0.88,0.06,Transit
673,K2-199 b,K2199,SE,1,2,1.0,3.2253993,0.0382,1.73,0.15434053,6.9,0.02170983,0.02,0.03,-0.02,0.711,-0.01,Transit
674,K2-199 c,K2199,SE,1,2,2.0,7.3744897,0.0662,2.85,0.25426041,12.4,0.03901476,0.03,0.06,-0.03,0.711,-0.01,Transit
675,K2-216 b,K2216,SE,1,1,1.0,2.1748,0.028,1.75,0.15612454,8.0,0.02517069,0.0,0.1,-0.1,0.7,0.0,Transit
676,K2-222 b,K2222,SE,1,1,1.0,15.38857,0.1206,2.35,0.20965332,8.7,0.02737326,0.16,0.1,-0.1,0.989,-0.315,Transit
677,K2-263 b,K2263,SE,1,1,1.0,50.818947,0.2573,2.41,0.21500617,14.9,0.04688064,0.15,0.1,-0.1,0.88,-0.08,Transit
678,K2-32 b,K232,SE,2,4,2.0,8.992,0.0795,5.299,0.47274593,15.0,0.04719528,0.03,0.032,-0.021,0.83,-0.06,Transit
679,K2-32 c,K232,SE,2,4,4.0,20.66093,0.13843,3.134,0.27959723,8.1,0.02548545,0.049,0.046,-0.035,0.83,-0.06,Transit
680,K2-32 d,K232,SE,2,4,8.0,31.71701,0.18422,3.484,0.3108222,6.7,0.02108056,0.05,0.053,-0.035,0.83,-0.06,Transit
681,K2-32 e,K232,SE,2,4,1.0,4.34934,0.04899,1.212,0.10812758,2.1,0.00660734,0.043,0.048,-0.03,0.83,-0.06,Transit
682,K2-36 b,K236,SE,1,2,1.0,1.422614,0.02288,1.43,0.12757627,4.3,0.01352931,0.093,0.1,-0.1,0.79,-0.09,Transit
683,K2-36 c,K236,SE,1,2,2.0,5.340888,0.05528,3.2,0.28548537,7.9,0.02485618,0.089,0.1,-0.1,0.79,-0.09,Transit
684,K2-38 b,K238,SE,1,2,1.0,4.01593,0.0503,1.655,0.14764946,7.7,0.02422691,0.11,0.1,-0.1,1.054,0.235,Transit
685,K2-38 c,K238,SE,1,2,2.0,10.56103,0.0959,2.49,0.2221433,7.4,0.023283,0.086,0.1,-0.1,1.054,0.235,Transit
686,K2-66 b,K266,HS,1,1,1.0,5.06963,0.05983,2.49,0.22214292,21.3,0.06701696,0.0,0.1,-0.1,1.11,-0.047,Transit
687,DMPP-1 b,DMPP1,CS,1,4,8.0,18.57,0.1462,,,24.27,0.07636158,0.083,0.1,-0.1,1.21,0.15,Radial Velocity
688,DMPP-1 c,DMPP1,SE,1,4,4.0,6.584,0.0733,,,9.6,0.03020483,0.057,0.1,-0.1,1.21,0.15,Radial Velocity
689,DMPP-1 d,DMPP1,SE,1,4,1.0,2.882,0.0422,,,3.35,0.01054023,0.07,0.1,-0.1,1.21,0.15,Radial Velocity
690,DMPP-1 e,DMPP1,SE,1,4,2.0,5.516,0.0651,,,4.13,0.01299437,0.07,0.1,-0.1,1.21,0.15,Radial Velocity
691,DMPP-4 b,DMPP4,SE,1,1,1.0,3.4982,0.04853,,,12.2,0.03838549,0.063,0.1,-0.1,1.25,-0.007,Radial Velocity
692,Kepler-102 b,Kepler102,SE,1,5,1.0,5.286965,0.05521,0.46,0.04103852,1.1,0.00346099,0.1,0.1,-0.1,0.803,0.11,Transit
693,Kepler-102 c,Kepler102,SE,1,5,2.0,7.071392,0.06702,0.567,0.05058444,1.7,0.0053488,0.094,0.1,-0.1,0.803,0.11,Transit
694,Kepler-102 d,Kepler102,SE,1,5,4.0,10.311767,0.08618,1.154,0.10295316,3.0,0.00943906,0.092,0.1,-0.1,0.803,0.11,Transit
695,Kepler-102 e,Kepler102,SE,1,5,8.0,16.1456994,0.1162,2.17,0.19359477,4.7,0.01478785,0.089,0.1,-0.1,0.803,0.11,Transit
696,Kepler-102 f,Kepler102,SE,1,5,16.0,27.453592,0.1656,0.861,0.07681341,4.3,0.01352931,0.1,0.1,-0.1,0.803,0.11,Transit
697,Kepler-107 b,Kepler107,SE,1,4,1.0,3.1800218,0.04544,1.536,0.13703298,3.8,0.01195614,0.1,0.1,-0.1,1.238,0.321,Transit
698,Kepler-107 c,Kepler107,SE,1,4,2.0,4.901452,0.06064,1.597,0.14247504,10.0,0.03146352,0.08,0.1,-0.1,1.238,0.321,Transit
699,Kepler-107 d,Kepler107,SE,1,4,4.0,7.95839,0.08377,0.86,0.07672419,7.7,0.02422691,0.11,0.1,-0.1,1.238,0.321,Transit
700,Kepler-107 e,Kepler107,SE,1,4,8.0,14.749143,0.12638,2.903,0.25898876,14.1,0.04436356,0.1,0.1,-0.1,1.238,0.321,Transit
