,pl_name,hostname,pl_type,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_spectype,st_teff,st_rad,st_mass,st_met,companion_type,pl_sus_data,discoverymethod,pl_refname
695,HD97658 b,HD97658,SE,1,1,9.48908,0.0805,,,7.85036165,0.0247,0.063,0.061,-0.044,,5194.04,0.754247,0.771773,-0.2284,1.0,0.0,Radial Velocity,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>
696,WASP7 b,WASP7,HJ,1,1,4.9546416,0.06188,15.277867,1.363,344.20989,1.083,0.049,0.1,-0.1,,6400.0,1.466,1.285,0.0,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
697,WASP5 b,WASP5,HJ,1,1,1.62842953,0.02739,13.170575,1.175,505.3497,1.59,0.012,0.1,-0.1,,5770.0,1.088,1.033,0.09,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
698,WASP48 b,WASP48,HJ,1,1,2.143634,0.03449,18.71903,1.67,327.68273,1.031,0.014,0.1,-0.1,,6000.0,1.75,1.19,-0.12,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
699,WASP50 b,WASP50,HJ,1,1,1.9550938,0.02945,12.923977,1.153,464.0318,1.46,0.022,0.1,-0.1,,5400.0,0.843,0.892,-0.12,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
700,WASP4 b,WASP4,HJ,1,1,1.338231624,0.02287,14.90797,1.33,371.8611,1.17,0.0033,0.1,-0.1,,5436.0,0.92,0.89,-0.05,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
701,WASP38 b,WASP38,HJ,1,1,6.871815,0.07584,12.21781,1.09,841.61384,2.648,0.0278,0.003,-0.0028,,6180.0,1.35,1.23,-0.02,1.0,0.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
702,WASP34 b,WASP34,HJ,1,1,4.3176782,0.0521,13.67498,1.22,185.29489,0.583,0.025,0.1,-0.1,,5700.0,0.93,1.01,-0.02,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
703,WASP32 b,WASP32,HJ,1,1,2.7186591,0.03904,12.3299,1.1,1109.2267,3.49,0.004,0.1,-0.1,,6140.0,1.09,1.07,-0.13,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
704,WASP3 b,WASP3,HJ,3,1,1.8468351,0.03182,15.871944,1.416,600.6987,1.89,0.0058,0.1,-0.1,,6400.0,1.366,1.26,0.0,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
705,WASP26 b,WASP26,HJ,2,1,2.7565972,0.03997,14.79588,1.32,329.90754,1.038,0.0039,0.1,-0.1,,5950.0,1.34,1.12,-0.02,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
706,WASP24 b,WASP24,HJ,3,1,2.3412217,0.03607,14.5717,1.3,336.8998,1.06,0.0046,0.1,-0.1,,6080.0,1.331,1.15,0.07,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
707,TrES4 b,TrES4,HS,2,1,3.55392771,0.05159,20.602142,1.838,158.27934,0.498,0.015,0.1,-0.1,,6295.0,1.81,1.45,0.28,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
708,TrES2 b,TrES2,HJ,2,1,2.470613374,0.03557,13.719816,1.224,385.20996,1.212,0.0028,0.1,-0.1,,5850.0,1.003,0.983,-0.15,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
709,Qatar2 b,Qatar2,HJ,1,1,1.33711647,0.02153,14.056086,1.254,785.0401,2.47,0.011,0.1,-0.1,,4645.0,0.776,0.743,0.02,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
710,Kepler43 b,Kepler43,HJ,1,1,3.02409309,0.0444,13.0,1.16,994.77,3.13,0.017,0.027,-0.009,F8 V,6050.0,1.38,1.27,0.4,1.0,0.0,Transit,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>
711,Kepler43 b,Kepler43,HJ,1,1,3.024095,0.0449,13.45,1.2,1026.55,3.23,0.025,0.1,-0.1,G0 IV-V,6041.0,1.42,1.32,0.33,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5462B/abstract target=ref> Bonomo et al. 2011 </a>
712,Kepler43 b,Kepler43,HJ,1,1,3.02409309,0.04436,13.00244,1.16,997.9862,3.14,0.028,0.1,-0.1,,6050.0,1.38,1.27,0.4,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
713,Kepler423 b,Kepler423,HJ,1,1,2.6843285,0.03582,13.361128,1.192,192.60498,0.606,0.079,0.1,-0.1,,5560.0,0.95,0.85,-0.1,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
714,WASP13 b,WASP13,HJ,1,1,4.353011,0.0558,17.127352,1.528,166.86075,0.525,0.016,0.1,-0.1,,5830.0,1.657,1.22,0.0,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
715,Kepler77 b,Kepler77,HJ,1,1,3.57878087,0.04502,10.76064,0.96,165.90726,0.522,0.079,0.1,-0.1,,5520.0,0.99,0.95,0.2,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
716,EPIC220674823 b,EPIC220674823,SE,1,2,0.571292,0.01326,1.725,0.15389446,8.21,0.02583155,0.0,0.1,-0.1,,5532.0,0.988,0.95,0.11,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
717,EPIC220674823 c,EPIC220674823,SE,1,2,13.3397,0.1083,2.836,0.25301141,8.9,0.02800253,0.13,0.1,-0.1,,5532.0,0.988,0.95,0.11,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
718,GJ9827 b,GJ9827,SE,1,3,1.2089819,0.0188,1.577,0.14069076,5.14,0.01617225,0.063,0.1,-0.1,,4305.0,0.602,0.606,-0.26,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
719,GJ9827 c,GJ9827,SE,1,3,3.648096,0.03925,1.241,0.11071479,1.3,0.00409026,0.094,0.1,-0.1,,4305.0,0.602,0.606,-0.26,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
720,GJ9827 d,GJ9827,SE,1,3,6.20147,0.0559,2.022,0.18039107,3.53,0.01110662,0.13,0.1,-0.1,,4305.0,0.602,0.606,-0.26,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
721,Kepler10 b,Kepler10,SE,1,3,0.8374907,0.01685,1.47,0.13114484,3.24,0.01019418,0.0,0.1,-0.1,,5708.0,1.065,0.91,-0.15,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A.233B/abstract target=ref>Bonomo et al. 2025</a>
722,Kepler10 b,Kepler10,SE,1,3,0.8374907,0.01685,1.47,0.13114484,3.26,0.01025711,0.0,0.1,-0.1,,5708.0,1.065,0.91,-0.15,1.0,1.0,Transit,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
723,Kepler10 c,Kepler10,SE,1,3,45.294301,0.241,2.355,0.21009939,11.29,0.03552231,0.136,0.05,-0.05,,5708.0,1.065,0.91,-0.15,1.0,0.0,Transit,<a refstr=BONOMO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A.233B/abstract target=ref>Bonomo et al. 2025</a>
724,Kepler10 c,Kepler10,SE,1,3,45.294301,0.241,2.355,0.21009939,11.4,0.03586841,0.13,0.05,-0.05,,5708.0,1.065,0.91,-0.15,1.0,0.0,Transit,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
725,Kepler10 d,Kepler10,SE,1,3,151.04,0.5379,,,12.68,0.03989574,0.26,0.1,-0.1,,5708.0,1.065,0.91,-0.15,1.0,1.0,Radial Velocity,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
726,Kepler10 d,Kepler10,SE,1,3,151.06,0.5379,,,12.0,0.03775622,0.19,0.1,-0.1,,5708.0,1.065,0.91,-0.15,1.0,0.0,Radial Velocity,<a refstr=BONOMO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A.233B/abstract target=ref>Bonomo et al. 2025</a>
727,Wolf503 b,Wolf503,SE,1,1,6.00127,0.05712,2.043,0.18226457,6.27,0.01972763,0.409,0.085,-0.085,,4716.0,0.689,0.688,-0.47,1.0,0.0,Transit,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>
728,Kepler100 b,Kepler100,SE,1,4,6.88706037,0.0730630817,1.344,0.11990386,5.44491567,0.01713162,0.0,0.1,-0.1,,,,1.097,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
729,Kepler100 c,Kepler100,SE,1,4,12.81588378,0.1105370236,2.34,0.20876118,4.00223465,0.01259244,0.0,0.1,-0.1,,,,1.097,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
730,Kepler100 d,Kepler100,SE,1,4,35.3330866,0.2173350533,1.536,0.13703298,1.773084,0.00557875,0.0,0.1,-0.1,,,,1.097,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
731,Kepler100 e,Kepler100,CS,1,4,60.888588,0.312391586,,,24.14271827,0.07596149,0.026437,0.127095,-0.127095,,,,1.097,,1.0,0.0,Radial Velocity,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
732,Kepler106 b,Kepler106,SE,1,4,6.16491696,0.0648879729,0.86,0.07672419,,,0.0,0.1,-0.1,,,,0.959,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
733,Kepler106 c,Kepler106,SE,1,4,13.57076622,0.1098033606,2.387,0.21295424,13.32345722,0.04192028,0.0,0.1,-0.1,,,,0.959,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
734,Kepler106 d,Kepler106,SE,1,4,23.9802348,0.1604901342,1.008,0.08992789,,,0.0,0.1,-0.1,,,,0.959,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
735,Kepler106 e,Kepler106,SE,1,4,43.84444353,0.2399693421,2.621,0.23383036,6.59062512,0.02073643,0.0,0.1,-0.1,,,,0.959,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
736,Kepler11 b,Kepler11,SE,1,6,10.30400497,0.0922365099,1.92,0.17129122,7.45449199,0.02345445,0.0,0.1,-0.1,,,,0.986,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
737,Kepler11 c,Kepler11,SE,1,6,13.02492819,0.1078323443,3.051,0.27219246,11.14626911,0.03507001,0.0,0.1,-0.1,,,,0.986,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
738,Kepler11 d,Kepler11,SE,1,6,22.68714105,0.156105667,3.382,0.30172235,8.35379462,0.02628397,0.0,0.1,-0.1,,,,0.986,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
739,Kepler11 e,Kepler11,SE,1,6,31.99550624,0.1963171072,4.037,0.36015764,7.94932235,0.02501124,0.0,0.1,-0.1,,,,0.986,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
740,Kepler11 f,Kepler11,SE,1,6,46.6858024,0.2525546526,2.845,0.25381434,18.46561699,0.05809261,0.0,0.1,-0.1,,,,0.986,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
741,Kepler11 g,Kepler11,SE,1,6,118.378379,0.4696205373,3.588,0.32010047,8.82602991,0.02776977,0.0,0.1,-0.1,,,,0.986,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
742,Kepler113 b,Kepler113,SE,1,2,4.75400115,0.0511942399,2.001,0.17851757,7.52748,0.02368141,0.0,0.1,-0.1,,,,0.792,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
743,Kepler113 c,Kepler113,SE,1,2,8.925076369,0.0779093423,2.662,0.23748814,1.05528989,0.0033181,0.0,0.1,-0.1,,,,0.792,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
744,Kepler126 b,Kepler126,SE,1,3,10.49567752,0.0970793268,1.579,0.14086919,4.11726105,0.0129436,0.0,0.1,-0.1,,,,1.108,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
745,Kepler126 c,Kepler126,SE,1,3,21.86967617,0.1583730712,1.608,0.1434564,1.27942148,0.00402415,0.0,0.1,-0.1,,,,1.108,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
746,Kepler126 d,Kepler126,CS,1,3,100.2828693,0.4371236171,2.538,0.22642558,54.59018723,0.17175992,0.0,0.1,-0.1,,,,1.108,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
747,Kepler131 b,Kepler131,SE,1,2,16.09197176,0.1278252886,2.064,0.18413806,6.85501121,0.02156828,0.0,0.1,-0.1,,,,1.076,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
748,Kepler131 c,Kepler131,SE,1,2,25.5170646,0.1738192011,0.806,0.07190663,,,0.0,0.1,-0.1,,,,1.076,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
749,Kepler1710 b,Kepler1710,SE,1,1,14.91094205,0.1157692266,2.587,0.23079708,3.49494179,0.01099626,0.0,0.1,-0.1,,,,0.931,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
750,Kepler18 b,Kepler18,SE,1,3,3.504687554,0.0448976793,1.809,0.16138845,12.75110304,0.03997961,0.0,0.1,-0.1,,,,0.983,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
751,Kepler18 c,Kepler18,SE,1,3,7.641571533,0.0754940651,4.267,0.3806769,19.74151127,0.06211373,0.0,0.1,-0.1,,,,0.983,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
752,Kepler18 d,Kepler18,CS,1,3,14.85891269,0.1176112981,5.112,0.45606288,24.07517665,0.07574894,0.0,0.1,-0.1,,,,0.983,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
753,Kepler19 b,Kepler19,SE,1,3,9.286968825,0.0835766756,2.301,0.20528182,7.3982811,0.0232776,0.0,0.1,-0.1,,,,0.903,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
754,Kepler19 c,Kepler19,SE,1,3,28.519071,0.1765736996,,,16.58028128,0.0521674,0.0,0.1,-0.1,,,,0.903,,1.0,1.0,Transit Timing Variations,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
755,Kepler25 b,Kepler25,SE,2,3,6.238534771,0.0694451968,2.704,0.24123514,10.79716709,0.03397169,0.0,0.1,-0.1,,,,1.148,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
756,Kepler25 c,Kepler25,CS,2,3,12.72037435,0.1116658582,4.627,0.412794,24.06546146,0.07571841,0.0,0.1,-0.1,,,,1.148,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
757,Kepler25 d,Kepler25,CS,2,3,91.605187,0.4164221832,,,68.70989671,0.21618551,0.0,0.1,-0.1,,,,1.148,,1.0,1.0,Radial Velocity,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
758,Kepler36 b,Kepler36,SE,1,2,13.84984283,0.1141326567,1.486,0.13257227,1.08548813,0.00341507,0.0,0.1,-0.1,,,,1.034,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
759,Kepler36 c,Kepler36,SE,1,2,16.23192004,0.1268702979,3.962,0.35346657,16.27285379,0.05116611,0.0,0.1,-0.1,,,,1.034,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
760,Kepler37 b,Kepler37,SE,1,4,13.3669309,0.1017698723,0.276,0.02462311,,,0.0,0.1,-0.1,,,,0.787,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
761,Kepler37 c,Kepler37,SE,1,4,21.30199109,0.1388496833,0.718,0.06405578,,,0.0,0.1,-0.1,,,,0.787,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
762,Kepler37 d,Kepler37,SE,1,4,39.79223792,0.210602572,1.91,0.17039908,,,0.0,0.1,-0.1,,,,0.787,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
763,Kepler37 e,Kepler37,SE,1,4,50.25,0.25,,,8.1,0.02548545,0.0,0.1,-0.1,,,,0.787,,1.0,1.0,Transit Timing Variations,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
764,Kepler406 b,Kepler406,SE,1,2,2.426300839,0.0359738651,1.451,0.12944977,5.33198229,0.01676985,0.0,0.1,-0.1,,,,1.055,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
765,Kepler406 c,Kepler406,SE,1,2,4.62333557,0.0552918279,0.834,0.07440462,,,0.0,0.1,-0.1,,,,1.055,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
766,Kepler409 b,Kepler409,SE,1,1,68.958608,0.3224992549,0.981,0.08751911,1.38461937,0.0043565,0.0,0.1,-0.1,,,,0.941,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
767,Kepler50 b,Kepler50,SE,1,2,7.8128584,0.0808255041,1.542,0.13756826,4.02572362,0.01266129,0.0,0.1,-0.1,,,,1.154,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
768,Kepler50 c,Kepler50,SE,1,2,9.37664325,0.0912795272,1.825,0.16281587,10.20332706,0.03207198,0.0,0.1,-0.1,,,,1.154,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
769,Kepler507 b,Kepler507,SE,1,1,3.568096926,0.0477939532,1.284,0.114551,5.69692195,0.01792452,0.0,0.1,-0.1,,,,1.144,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
770,Kepler92 b,Kepler92,SE,1,3,13.7488263,0.1222681958,3.704,0.33044932,19.35002566,0.06084242,0.0,0.1,-0.1,,,,1.29,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
771,Kepler92 c,Kepler92,SE,1,3,26.72320599,0.1904271174,2.452,0.21875316,12.70107412,0.03996054,0.0,0.1,-0.1,,,,1.29,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
772,Kepler92 d,Kepler92,SE,1,3,49.3568849,0.2866607602,2.062,0.18395964,11.8666806,0.0373364,0.0,0.1,-0.1,,,,1.29,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
773,Kepler95 b,Kepler95,SE,1,1,11.52306995,0.1022793919,3.115,0.27790216,10.22179722,0.03216113,0.0,0.1,-0.1,,,,1.075,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
774,Kepler96 b,Kepler96,SE,1,1,16.23846777,0.1260394106,2.373,0.21170524,12.96756068,0.04080035,0.0,0.1,-0.1,,,,1.013,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
775,Kepler97 b,Kepler97,SE,1,2,2.586638081,0.0356181937,1.623,0.14479461,3.40678037,0.01066696,0.0,0.1,-0.1,,,,0.901,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
776,Kepler98 b,Kepler98,SE,1,1,1.541676628,0.0261264299,1.87,0.16683051,2.07243356,0.0064503,0.0,0.1,-0.1,,,,1.001,,1.0,1.0,Transit,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>
